Barcode,Article,Percentage,OriginalPrice
GL205668-IN5-TPK-K,GL205668,50,
GL205671-IN1-PLM-K,GL205671,50,
GL205671-IN2-PLM-K,GL205671,50,
GL205671-IN3-PLM-K,GL205671,50,
GL205671-IN4-PLM-K,GL205671,50,
GL205671-IN5-PLM-K,GL205671,50,
GL205673-IN1-210-K,GL205673,50,
GL205673-IN2-210-K,GL205673,50,
GL205673-IN3-210-K,GL205673,50,
GL205673-IN4-210-K,GL205673,50,
GL205673-IN5-210-K,GL205673,50,
GL205675-IN1-019-K,GL205675,50,
GL205675-IN2-019-K,GL205675,50,
GL205675-IN3-019-K,GL205675,50,
GL205675-IN4-019-K,GL205675,50,
GL205675-IN5-019-K,GL205675,50,
GL205678-IN1-YLW-K,GL205678,50,
GL205678-IN2-YLW-K,GL205678,50,
GL205678-IN3-YLW-K,GL205678,50,
GL205678-IN4-YLW-K,GL205678,50,
GL205678-IN5-YLW-K,GL205678,50,
GL205685-3PS-PLM-L,GL205685,50,
GL205687-3PS-PCH-L,GL205687,50,
GL205885-999-183-L,GL205885,50,
GL205889-999-OWH-L,GL205889,50,
GL205892-999-YLW-L,GL205892,50,
GL205966-DUP-GPU-L,GL205966,50,
GL205967-DUP-037-L,GL205967,50,
GL205969-DUP-205-L,GL205969,50,
GL206066-00L-PCH-L,GL206066,50,
GL206066-00M-PCH-L,GL206066,50,
GL206066-00S-PCH-L,GL206066,50,
GL206066-0XL-PCH-L,GL206066,50,
GL206066-EXS-PCH-L,GL206066,50,
GL206066-XXL-PCH-L,GL206066,50,
GL206067-00L-023-L,GL206067,50,
GL206067-00M-023-L,GL206067,50,
GL206067-00S-023-L,GL206067,50,
GL206067-0XL-023-L,GL206067,50,
GL206067-EXS-023-L,GL206067,50,
GL206067-XXL-023-L,GL206067,50,
GL206068-00L-ABL-L,GL206068,50,
GL206068-00M-ABL-L,GL206068,50,
GL206068-00S-ABL-L,GL206068,50,
GL206068-0XL-ABL-L,GL206068,50,
GL206068-EXS-ABL-L,GL206068,50,
GL206068-XXL-ABL-L,GL206068,50,
GL206069-00L-GRY-L,GL206069,50,
GL206069-00M-GRY-L,GL206069,50,
GL206069-00S-GRY-L,GL206069,50,
GL206069-0XL-GRY-L,GL206069,50,
GL206069-EXS-GRY-L,GL206069,50,
GL206069-XXL-GRY-L,GL206069,50,
GL206106-00L-205-L,GL206106,50,
GL206106-00M-205-L,GL206106,50,
GL206106-00S-205-L,GL206106,50,
GL206106-0XL-205-L,GL206106,50,
GL206106-EXS-205-L,GL206106,50,
GL206106-XXL-205-L,GL206106,50,
GL206107-00L-025-L,GL206107,50,
GL206107-00M-025-L,GL206107,50,
GL206107-00S-025-L,GL206107,50,
GL206107-0XL-025-L,GL206107,50,
GL206107-EXS-025-L,GL206107,50,
GL206107-XXL-025-L,GL206107,50,
GL206108-00L-PCH-L,GL206108,50,
GL206108-00M-PCH-L,GL206108,50,
GL206108-00S-PCH-L,GL206108,50,
GL206108-0XL-PCH-L,GL206108,50,
GL206108-EXS-PCH-L,GL206108,50,
GL206108-XXL-PCH-L,GL206108,50,
GL206109-00L-SGN-L,GL206109,50,
GL206109-00M-SGN-L,GL206109,50,
GL206109-00S-SGN-L,GL206109,50,
GL206109-0XL-SGN-L,GL206109,50,
GL206109-EXS-SGN-L,GL206109,50,
GL206109-XXL-SGN-L,GL206109,50,
GL206113-IN1-024-K,GL206113,50,
GL206113-IN2-024-K,GL206113,50,
GL206113-IN3-024-K,GL206113,50,
GL206113-IN4-024-K,GL206113,50,
GL206113-IN5-024-K,GL206113,50,
GL206115-IN1-OWH-K,GL206115,50,
GL206115-IN2-OWH-K,GL206115,50,
GL206115-IN3-OWH-K,GL206115,50,
GL206115-IN4-OWH-K,GL206115,50,
GL206115-IN5-OWH-K,GL206115,50,
GL206117-2Y3-235-K,GL206117,50,
GL206117-3Y4-235-K,GL206117,50,
GL206117-4Y5-235-K,GL206117,50,
GL206117-5Y6-235-K,GL206117,50,
GL206117-6Y7-235-K,GL206117,50,
GL206117-7Y8-235-K,GL206117,50,
GL206117-8Y9-235-K,GL206117,50,
GL206117-910-235-K,GL206117,50,
GL206118-00L-PCH-L,GL206118,50,
GL206118-00M-PCH-L,GL206118,50,
GL206118-00S-PCH-L,GL206118,50,
GL206118-0XL-PCH-L,GL206118,50,
GL206118-EXS-PCH-L,GL206118,50,
GL206118-XXL-PCH-L,GL206118,50,
GL206119-00L-PCH-L,GL206119,50,
GL206119-00M-PCH-L,GL206119,50,
GL206119-00S-PCH-L,GL206119,50,
GL206119-0XL-PCH-L,GL206119,50,
GL206119-EXS-PCH-L,GL206119,50,
GL206119-XXL-PCH-L,GL206119,50,
GL206173-00L-023-L,GL206173,50,
GL206173-00M-023-L,GL206173,50,
GL206173-00S-023-L,GL206173,50,
GL206173-0XL-023-L,GL206173,50,
GL206173-EXS-023-L,GL206173,50,
GL206173-XXL-023-L,GL206173,50,
GL206174-00L-210-L,GL206174,50,
GL206174-00M-210-L,GL206174,50,
GL206174-00S-210-L,GL206174,50,
GL206174-0XL-210-L,GL206174,50,
GL206174-EXS-210-L,GL206174,50,
GL206174-XXL-210-L,GL206174,50,
GL206175-036-180-K,GL206175,50,
GL206175-038-180-K,GL206175,50,
GL206175-039-180-K,GL206175,50,
GL206175-040-180-K,GL206175,50,
GL206176-999-210-L,GL206176,50,
GL206384-00L-025-L,GL206384,50,
GL206384-00M-025-L,GL206384,50,
GL206384-00S-025-L,GL206384,50,
GL206384-0XL-025-L,GL206384,50,
GL206384-EXS-025-L,GL206384,50,
GL206384-XXL-025-L,GL206384,50,
GL206384-XXS-025-L,GL206384,50,
GL206386-00L-OWH-L,GL206386,50,
GL206386-00M-OWH-L,GL206386,50,
GL206386-00S-OWH-L,GL206386,50,
GL206386-0XL-OWH-L,GL206386,50,
GL206386-EXS-OWH-L,GL206386,50,
GL206386-XXL-OWH-L,GL206386,50,
GL206386-XXS-OWH-L,GL206386,50,
GL206387-00L-023-L,GL206387,50,
GL206387-00M-023-L,GL206387,50,
GL206387-00S-023-L,GL206387,50,
GL206387-0XL-023-L,GL206387,50,
GL206387-EXS-023-L,GL206387,50,
GL206387-XXL-023-L,GL206387,50,
GL206387-XXS-023-L,GL206387,50,
GL206389-00L-235-L,GL206389,50,
GL206389-00M-235-L,GL206389,50,
GL206389-00S-235-L,GL206389,50,
GL206389-0XL-235-L,GL206389,50,
GL206389-EXS-235-L,GL206389,50,
GL206389-XXL-235-L,GL206389,50,
GL206389-XXS-235-L,GL206389,50,
GL206390-00L-025-L,GL206390,50,
GL206390-00M-025-L,GL206390,50,
GL206390-00S-025-L,GL206390,50,
GL206390-0XL-025-L,GL206390,50,
GL206390-EXS-025-L,GL206390,50,
GL206390-XXL-025-L,GL206390,50,
GL206390-XXS-025-L,GL206390,50,
GL206393-00L-OWH-L,GL206393,50,
GL206393-00M-OWH-L,GL206393,50,
GL206393-00S-OWH-L,GL206393,50,
GL206393-0XL-OWH-L,GL206393,50,
GL206393-EXS-OWH-L,GL206393,50,
GL206393-XXL-OWH-L,GL206393,50,
GL206393-XXS-OWH-L,GL206393,50,
GL206441-00L-192-L,GL206441,50,
GL206441-00M-192-L,GL206441,50,
GL206441-00S-192-L,GL206441,50,
GL206441-0XL-192-L,GL206441,50,
GL206441-EXS-192-L,GL206441,50,
GL206441-XXL-192-L,GL206441,50,
GL206444-00L-210-L,GL206444,50,
GL206444-00M-210-L,GL206444,50,
GL206444-00S-210-L,GL206444,50,
GL206444-0XL-210-L,GL206444,50,
GL206444-EXS-210-L,GL206444,50,
GL206444-XXL-210-L,GL206444,50,
GL206447-00L-025-L,GL206447,50,
GL206447-00M-025-L,GL206447,50,
GL206447-00S-025-L,GL206447,50,
GL206447-0XL-025-L,GL206447,50,
GL206447-EXS-025-L,GL206447,50,
GL206447-XXL-025-L,GL206447,50,
GL206449-00L-025-L,GL206449,50,
GL206449-00M-025-L,GL206449,50,
GL206449-00S-025-L,GL206449,50,
GL206449-0XL-025-L,GL206449,50,
GL206449-EXS-025-L,GL206449,50,
GL206449-XXL-025-L,GL206449,50,
GL206451-00L-024-L,GL206451,50,
GL206451-00M-024-L,GL206451,50,
GL206451-00S-024-L,GL206451,50,
GL206451-0XL-024-L,GL206451,50,
GL206451-EXS-024-L,GL206451,50,
GL206451-XXL-024-L,GL206451,50,
GL206454-00L-OFF-L,GL206454,50,
GL206454-00M-OFF-L,GL206454,50,
GL206454-00S-OFF-L,GL206454,50,
GL206454-0XL-OFF-L,GL206454,50,
GL206454-EXS-OFF-L,GL206454,50,
GL206454-XXL-OFF-L,GL206454,50,
GL206455-00L-SKB-L,GL206455,50,
GL206455-00M-SKB-L,GL206455,50,
GL206455-00S-SKB-L,GL206455,50,
GL206455-0XL-SKB-L,GL206455,50,
GL206455-EXS-SKB-L,GL206455,50,
GL206455-XXL-SKB-L,GL206455,50,
GL206456-00L-192-L,GL206456,50,
GL206456-00M-192-L,GL206456,50,
GL206456-00S-192-L,GL206456,50,
GL206456-0XL-192-L,GL206456,50,
GL206456-EXS-192-L,GL206456,50,
GL206456-XXL-192-L,GL206456,50,
GL206458-00L-019-L,GL206458,50,
GL206458-00M-019-L,GL206458,50,
GL206458-00S-019-L,GL206458,50,
GL206458-0XL-019-L,GL206458,50,
GL206458-EXS-019-L,GL206458,50,
GL206458-XXL-019-L,GL206458,50,
GL206459-00L-205-L,GL206459,50,
GL206459-00M-205-L,GL206459,50,
GL206459-00S-205-L,GL206459,50,
GL206459-0XL-205-L,GL206459,50,
GL206459-EXS-205-L,GL206459,50,
GL206459-XXL-205-L,GL206459,50,
GL206462-IN1-205-K,GL206462,50,
GL206462-IN2-205-K,GL206462,50,
GL206462-IN3-205-K,GL206462,50,
GL206462-IN4-205-K,GL206462,50,
GL206462-IN5-205-K,GL206462,50,
GL206521-00L-023-L,GL206521,50,
GL206521-00M-023-L,GL206521,50,
GL206521-00S-023-L,GL206521,50,
GL206521-0XL-023-L,GL206521,50,
GL206521-EXS-023-L,GL206521,50,
GL206521-XXL-023-L,GL206521,50,
GL206521-XXS-023-L,GL206521,50,
GL206522-00L-235-L,GL206522,50,
GL206522-00M-235-L,GL206522,50,
GL206522-00S-235-L,GL206522,50,
GL206522-0XL-235-L,GL206522,50,
GL206522-EXS-235-L,GL206522,50,
GL206522-XXL-235-L,GL206522,50,
GL206522-XXS-235-L,GL206522,50,
GL206531-00L-OWH-L,GL206531,50,
GL206531-00M-OWH-L,GL206531,50,
GL206531-00S-OWH-L,GL206531,50,
GL206531-0XL-OWH-L,GL206531,50,
GL206531-EXS-OWH-L,GL206531,50,
GL206531-XXL-OWH-L,GL206531,50,
GL206532-00L-RED-L,GL206532,50,
GL206532-00M-RED-L,GL206532,50,
GL206532-00S-RED-L,GL206532,50,
GL206532-0XL-RED-L,GL206532,50,
GL206532-EXS-RED-L,GL206532,50,
GL206532-XXL-RED-L,GL206532,50,
GL206533-00L-RED-L,GL206533,50,
GL206533-00M-RED-L,GL206533,50,
GL206533-00S-RED-L,GL206533,50,
GL206533-0XL-RED-L,GL206533,50,
GL206533-EXS-RED-L,GL206533,50,
GL206533-XXL-RED-L,GL206533,50,
GL206534-IN1-210-K,GL206534,50,
GL206534-IN2-210-K,GL206534,50,
GL206534-IN3-210-K,GL206534,50,
GL206534-IN4-210-K,GL206534,50,
GL206534-IN5-210-K,GL206534,50,
GL206681-IN1-019-K,GL206681,50,4950
GL206681-IN2-019-K,GL206681,50,
GL206681-IN3-019-K,GL206681,50,
GL206681-IN4-019-K,GL206681,50,5270
GL206681-IN5-019-K,GL206681,50,
GL206687-IN1-RED-K,GL206687,50,
GL206687-IN2-RED-K,GL206687,50,
GL206687-IN3-RED-K,GL206687,50,
GL206687-IN4-RED-K,GL206687,50,
GL206687-IN5-RED-K,GL206687,50,
GL206834-3PS-BLA-L,GL206834,50,
GL206835-3PS-030-L,GL206835,50,
GL206836-3PS-FPK-L,GL206836,50,
GL206837-3PS-DYB-L,GL206837,50,
GL206838-3PS-121-L,GL206838,50,
GL206839-3PS-056-L,GL206839,50,
GL206840-3PS-019-L,GL206840,50,
GL206841-3PS-188-L,GL206841,50,
GL206842-3PS-CRL-L,GL206842,50,
GL206843-3PS-TUR-L,GL206843,50,
GL206844-3PS-024-L,GL206844,50,
GL206845-3PS-963-L,GL206845,50,
GL206846-3PS-589-L,GL206846,50,
GL206847-3PS-232-L,GL206847,50,
GL206848-3PS-SHA-L,GL206848,50,
GL206849-3PS-CRX-L,GL206849,50,
GL206850-3PS-MTA-L,GL206850,50,
GL206851-3PS-DRR-L,GL206851,50,
GL206852-3PS-NBL-L,GL206852,50,
GL206853-3PS-HGR-L,GL206853,50,
GL206854-3PS-024-L,GL206854,50,
GL206855-3PS-YLW-L,GL206855,50,
GL206857-3PS-019-L,GL206857,50,
GL206858-3PS-SGN-L,GL206858,50,
GL206859-3PS-205-L,GL206859,50,
GL206860-3PS-227-L,GL206860,50,
GL206861-3PS-GRE-L,GL206861,50,
GL206862-3PS-018-L,GL206862,50,
GL206863-3PS-BYP-L,GL206863,50,
GL206864-3PS-LBL-L,GL206864,50,
GL206865-3PS-KEL-L,GL206865,50,
GL206866-3PS-LGY-L,GL206866,50,
GL206953-2Y3-RED-K,GL206953,50,
GL206953-3Y4-RED-K,GL206953,50,
GL206953-4Y5-RED-K,GL206953,50,
GL206953-5Y6-RED-K,GL206953,50,
GL206953-6Y7-RED-K,GL206953,50,
GL206953-7Y8-RED-K,GL206953,50,
GL206953-8Y9-RED-K,GL206953,50,
GL206953-910-RED-K,GL206953,50,
GL206965-00L-030-L,GL206965,50,
GL206965-00M-030-L,GL206965,50,
GL206965-00S-030-L,GL206965,50,
GL206965-0XL-030-L,GL206965,50,
GL206965-EXS-030-L,GL206965,50,
GL206965-XXL-030-L,GL206965,50,
GL207325-00L-210-L,GL207325,50,
GL207325-00M-210-L,GL207325,50,
GL207325-00S-210-L,GL207325,50,
GL207325-0XL-210-L,GL207325,50,
GL207325-EXS-210-L,GL207325,50,
GL207325-XXL-210-L,GL207325,50,
GL207326-00L-025-L,GL207326,50,
GL207326-00M-025-L,GL207326,50,
GL207326-00S-025-L,GL207326,50,
GL207326-0XL-025-L,GL207326,50,
GL207326-EXS-025-L,GL207326,50,
GL207326-XXL-025-L,GL207326,50,
GL207327-00L-BRN-L,GL207327,50,
GL207327-00M-BRN-L,GL207327,50,
GL207327-00S-BRN-L,GL207327,50,
GL207327-0XL-BRN-L,GL207327,50,
GL207327-EXS-BRN-L,GL207327,50,
GL207327-XXL-BRN-L,GL207327,50,
GL207330-00L-024-L,GL207330,50,
GL207330-00M-024-L,GL207330,50,
GL207330-00S-024-L,GL207330,50,
GL207330-0XL-024-L,GL207330,50,
GL207330-EXS-024-L,GL207330,50,
GL207330-XXL-024-L,GL207330,50,
GL207331-00L-025-L,GL207331,50,
GL207331-00M-025-L,GL207331,50,
GL207331-00S-025-L,GL207331,50,
GL207331-0XL-025-L,GL207331,50,
GL207331-EXS-025-L,GL207331,50,
GL207331-XXL-025-L,GL207331,50,
GL207333-00L-210-L,GL207333,50,
GL207333-00M-210-L,GL207333,50,
GL207333-00S-210-L,GL207333,50,
GL207333-0XL-210-L,GL207333,50,
GL207333-EXS-210-L,GL207333,50,
GL207333-XXL-210-L,GL207333,50,
GL207337-00L-PLM-L,GL207337,50,
GL207337-00M-PLM-L,GL207337,50,
GL207337-00S-PLM-L,GL207337,50,
GL207337-0XL-PLM-L,GL207337,50,
GL207337-EXS-PLM-L,GL207337,50,
GL207337-XXL-PLM-L,GL207337,50,
GL207338-00L-019-L,GL207338,50,
GL207338-00M-019-L,GL207338,50,
GL207338-00S-019-L,GL207338,50,
GL207338-0XL-019-L,GL207338,50,
GL207338-EXS-019-L,GL207338,50,
GL207338-XXL-019-L,GL207338,50,
GL207345-00L-YLW-L,GL207345,50,
GL207345-00M-YLW-L,GL207345,50,
GL207345-00S-YLW-L,GL207345,50,
GL207345-0XL-YLW-L,GL207345,50,
GL207345-EXS-YLW-L,GL207345,50,
GL207345-XXL-YLW-L,GL207345,50,
GL207348-00L-188-L,GL207348,50,
GL207348-00M-188-L,GL207348,50,
GL207348-00S-188-L,GL207348,50,
GL207348-0XL-188-L,GL207348,50,
GL207348-EXS-188-L,GL207348,50,
GL207348-XXL-188-L,GL207348,50,
GL207351-00L-019-L,GL207351,50,
GL207351-00M-019-L,GL207351,50,
GL207351-00S-019-L,GL207351,50,
GL207351-0XL-019-L,GL207351,50,
GL207351-EXS-019-L,GL207351,50,
GL207351-XXL-019-L,GL207351,50,
GL207358-00L-PCH-L,GL207358,50,
GL207358-00M-PCH-L,GL207358,50,
GL207358-00S-PCH-L,GL207358,50,
GL207358-0XL-PCH-L,GL207358,50,
GL207358-EXS-PCH-L,GL207358,50,
GL207358-XXL-PCH-L,GL207358,50,
GL207359-00L-RED-L,GL207359,50,
GL207359-00M-RED-L,GL207359,50,
GL207359-00S-RED-L,GL207359,50,
GL207359-0XL-RED-L,GL207359,50,
GL207359-EXS-RED-L,GL207359,50,
GL207359-XXL-RED-L,GL207359,50,
GL207362-00L-NBL-L,GL207362,50,
GL207362-00M-NBL-L,GL207362,50,
GL207362-00S-NBL-L,GL207362,50,
GL207362-0XL-NBL-L,GL207362,50,
GL207362-EXS-NBL-L,GL207362,50,
GL207362-XXL-NBL-L,GL207362,50,
GL207362-00L-TEE-L,GL207362,50,
GL207362-00M-TEE-L,GL207362,50,
GL207362-00S-TEE-L,GL207362,50,
GL207362-0XL-TEE-L,GL207362,50,
GL207362-EXS-TEE-L,GL207362,50,
GL207362-XXL-TEE-L,GL207362,50,
GL207365-00L-RED-L,GL207365,50,
GL207365-00M-RED-L,GL207365,50,
GL207365-00S-RED-L,GL207365,50,
GL207365-0XL-RED-L,GL207365,50,
GL207365-EXS-RED-L,GL207365,50,
GL207365-XXL-RED-L,GL207365,50,
GL207371-00L-RED-L,GL207371,50,
GL207371-00M-RED-L,GL207371,50,
GL207371-00S-RED-L,GL207371,50,
GL207371-0XL-RED-L,GL207371,50,
GL207371-EXS-RED-L,GL207371,50,
GL207371-XXL-RED-L,GL207371,50,
GL207373-00L-024-L,GL207373,50,
GL207373-00M-024-L,GL207373,50,
GL207373-00S-024-L,GL207373,50,
GL207373-0XL-024-L,GL207373,50,
GL207373-EXS-024-L,GL207373,50,
GL207373-XXL-024-L,GL207373,50,
GL207375-00L-023-L,GL207375,50,
GL207375-00M-023-L,GL207375,50,
GL207375-00S-023-L,GL207375,50,
GL207375-0XL-023-L,GL207375,50,
GL207375-EXS-023-L,GL207375,50,
GL207375-XXL-023-L,GL207375,50,
GL207378-00L-019-L,GL207378,50,
GL207378-00M-019-L,GL207378,50,
GL207378-00S-019-L,GL207378,50,
GL207378-0XL-019-L,GL207378,50,
GL207378-EXS-019-L,GL207378,50,
GL207378-XXL-019-L,GL207378,50,
GL207380-00L-025-L,GL207380,50,
GL207380-00M-025-L,GL207380,50,
GL207380-00S-025-L,GL207380,50,
GL207380-0XL-025-L,GL207380,50,
GL207380-EXS-025-L,GL207380,50,
GL207380-XXL-025-L,GL207380,50,
GL207383-00L-NBL-L,GL207383,50,
GL207383-00M-NBL-L,GL207383,50,
GL207383-00S-NBL-L,GL207383,50,
GL207383-0XL-NBL-L,GL207383,50,
GL207383-EXS-NBL-L,GL207383,50,
GL207383-XXL-NBL-L,GL207383,50,
GL207385-2Y3-018-K,GL207385,50,
GL207385-3Y4-018-K,GL207385,50,
GL207385-4Y5-018-K,GL207385,50,
GL207385-5Y6-018-K,GL207385,50,
GL207385-6Y7-018-K,GL207385,50,
GL207385-7Y8-018-K,GL207385,50,
GL207385-8Y9-018-K,GL207385,50,
GL207385-910-018-K,GL207385,50,
GL207386-2Y3-TPK-K,GL207386,50,
GL207386-3Y4-TPK-K,GL207386,50,
GL207386-4Y5-TPK-K,GL207386,50,
GL207386-5Y6-TPK-K,GL207386,50,
GL207386-6Y7-TPK-K,GL207386,50,
GL207386-7Y8-TPK-K,GL207386,50,
GL207386-8Y9-TPK-K,GL207386,50,
GL207386-910-TPK-K,GL207386,50,
GL207627-00L-RED-L,GL207627,50,
GL207627-00M-RED-L,GL207627,50,
GL207627-00S-RED-L,GL207627,50,
GL207627-0XL-RED-L,GL207627,50,
GL207627-EXS-RED-L,GL207627,50,
GL207627-XXL-RED-L,GL207627,50,
GL207629-00L-024-L,GL207629,50,
GL207629-00M-024-L,GL207629,50,
GL207629-00S-024-L,GL207629,50,
GL207629-0XL-024-L,GL207629,50,
GL207629-EXS-024-L,GL207629,50,
GL207629-XXL-024-L,GL207629,50,
GL207630-00L-025-L,GL207630,50,
GL207630-00M-025-L,GL207630,50,
GL207630-00S-025-L,GL207630,50,
GL207630-0XL-025-L,GL207630,50,
GL207630-EXS-025-L,GL207630,50,
GL207630-XXL-025-L,GL207630,50,
GL207635-00L-025-L,GL207635,50,
GL207635-00M-025-L,GL207635,50,
GL207635-00S-025-L,GL207635,50,
GL207635-0XL-025-L,GL207635,50,
GL207635-EXS-025-L,GL207635,50,
GL207635-XXL-025-L,GL207635,50,
GL207637-00L-024-L,GL207637,50,
GL207637-00M-024-L,GL207637,50,
GL207637-00S-024-L,GL207637,50,
GL207637-0XL-024-L,GL207637,50,
GL207637-EXS-024-L,GL207637,50,
GL207637-XXL-024-L,GL207637,50,
GL207639-00L-RED-L,GL207639,50,
GL207639-00M-RED-L,GL207639,50,
GL207639-00S-RED-L,GL207639,50,
GL207639-0XL-RED-L,GL207639,50,
GL207639-EXS-RED-L,GL207639,50,
GL207639-XXL-RED-L,GL207639,50,
GL207838-036-NNP-K,GL207838,50,
GL207838-038-NNP-K,GL207838,50,
GL207838-039-NNP-K,GL207838,50,
GL207838-040-NNP-K,GL207838,50,
GL207844-999-037-L,GL207844,50,
GL207958-00L-025-L,GL207958,50,
GL207958-00M-025-L,GL207958,50,
GL207958-00S-025-L,GL207958,50,
GL207958-0XL-025-L,GL207958,50,
GL207958-EXS-025-L,GL207958,50,
GL207958-XXL-025-L,GL207958,50,
GL207958-XXS-025-L,GL207958,50,
GL207959-00L-210-L,GL207959,50,
GL207959-00M-210-L,GL207959,50,
GL207959-00S-210-L,GL207959,50,
GL207959-0XL-210-L,GL207959,50,
GL207959-EXS-210-L,GL207959,50,
GL207959-XXL-210-L,GL207959,50,
GL207959-XXS-210-L,GL207959,50,
GL207960-00L-024-L,GL207960,50,
GL207960-00M-024-L,GL207960,50,
GL207960-00S-024-L,GL207960,50,
GL207960-0XL-024-L,GL207960,50,
GL207960-EXS-024-L,GL207960,50,
GL207960-XXL-024-L,GL207960,50,
GL207960-XXS-024-L,GL207960,50,
GL207961-00L-023-L,GL207961,50,
GL207961-00M-023-L,GL207961,50,
GL207961-00S-023-L,GL207961,50,
GL207961-0XL-023-L,GL207961,50,
GL207961-EXS-023-L,GL207961,50,
GL207961-XXL-023-L,GL207961,50,
GL207961-XXS-023-L,GL207961,50,
GL208045-00L-CGY-L,GL208045,50,
GL208045-00M-CGY-L,GL208045,50,
GL208045-00S-CGY-L,GL208045,50,
GL208045-0XL-CGY-L,GL208045,50,
GL208045-EXS-CGY-L,GL208045,50,
GL208045-XXL-CGY-L,GL208045,50,
GL208049-00L-BRN-L,GL208049,50,
GL208049-00M-BRN-L,GL208049,50,
GL208049-00S-BRN-L,GL208049,50,
GL208049-0XL-BRN-L,GL208049,50,
GL208049-EXS-BRN-L,GL208049,50,
GL208049-XXL-BRN-L,GL208049,50,
GL208051-00L-052-L,GL208051,50,
GL208051-00M-052-L,GL208051,50,
GL208051-00S-052-L,GL208051,50,
GL208051-0XL-052-L,GL208051,50,
GL208051-EXS-052-L,GL208051,50,
GL208051-XXL-052-L,GL208051,50,
GL208051-00L-192-L,GL208051,50,
GL208051-00M-192-L,GL208051,50,
GL208051-00S-192-L,GL208051,50,
GL208051-0XL-192-L,GL208051,50,
GL208051-EXS-192-L,GL208051,50,
GL208051-XXL-192-L,GL208051,50,
GL208057-00L-210-L,GL208057,50,
GL208057-00M-210-L,GL208057,50,
GL208057-00S-210-L,GL208057,50,
GL208057-0XL-210-L,GL208057,50,
GL208057-EXS-210-L,GL208057,50,
GL208057-XXL-210-L,GL208057,50,
GL208060-00L-TEL-L,GL208060,50,
GL208060-00M-TEL-L,GL208060,50,
GL208060-00S-TEL-L,GL208060,50,
GL208060-0XL-TEL-L,GL208060,50,
GL208060-EXS-TEL-L,GL208060,50,
GL208060-XXL-TEL-L,GL208060,50,
GL208071-036-TEL-K,GL208071,50,
GL208071-038-TEL-K,GL208071,50,
GL208071-039-TEL-K,GL208071,50,
GL208071-040-TEL-K,GL208071,50,
GL208073-IN1-205-K,GL208073,50,
GL208073-IN2-205-K,GL208073,50,
GL208073-IN3-205-K,GL208073,50,
GL208073-IN4-205-K,GL208073,50,
GL208073-IN5-205-K,GL208073,50,
GL208074-00L-018-L,GL208074,50,
GL208074-00M-018-L,GL208074,50,
GL208074-00S-018-L,GL208074,50,
GL208074-0XL-018-L,GL208074,50,
GL208074-EXS-018-L,GL208074,50,
GL208074-XXL-018-L,GL208074,50,
GL208441-00L-037-L,GL208441,50,
GL208441-00M-037-L,GL208441,50,
GL208441-00S-037-L,GL208441,50,
GL208441-0XL-037-L,GL208441,50,
GL208441-EXS-037-L,GL208441,50,
GL208441-XXL-037-L,GL208441,50,
GL208443-00L-037-L,GL208443,50,
GL208443-00M-037-L,GL208443,50,
GL208443-00S-037-L,GL208443,50,
GL208443-0XL-037-L,GL208443,50,
GL208443-EXS-037-L,GL208443,50,
GL208443-XXL-037-L,GL208443,50,
GL208444-00L-037-L,GL208444,50,
GL208444-00M-037-L,GL208444,50,
GL208444-00S-037-L,GL208444,50,
GL208444-0XL-037-L,GL208444,50,
GL208444-EXS-037-L,GL208444,50,
GL208444-XXL-037-L,GL208444,50,
GL208446-00L-037-L,GL208446,50,
GL208446-00M-037-L,GL208446,50,
GL208446-00S-037-L,GL208446,50,
GL208446-0XL-037-L,GL208446,50,
GL208446-EXS-037-L,GL208446,50,
GL208446-XXL-037-L,GL208446,50,
GL208447-00L-037-L,GL208447,50,
GL208447-00M-037-L,GL208447,50,
GL208447-00S-037-L,GL208447,50,
GL208447-0XL-037-L,GL208447,50,
GL208447-EXS-037-L,GL208447,50,
GL208447-XXL-037-L,GL208447,50,
GL208448-00L-037-L,GL208448,50,
GL208448-00M-037-L,GL208448,50,
GL208448-00S-037-L,GL208448,50,
GL208448-0XL-037-L,GL208448,50,
GL208448-EXS-037-L,GL208448,50,
GL208448-XXL-037-L,GL208448,50,
GL208449-00L-037-L,GL208449,50,
GL208449-00M-037-L,GL208449,50,
GL208449-00S-037-L,GL208449,50,
GL208449-0XL-037-L,GL208449,50,
GL208449-EXS-037-L,GL208449,50,
GL208449-XXL-037-L,GL208449,50,
GL208547-00L-019-L,GL208547,50,
GL208547-00M-019-L,GL208547,50,
GL208547-00S-019-L,GL208547,50,
GL208547-0XL-019-L,GL208547,50,
GL208547-EXS-019-L,GL208547,50,
GL208547-XXL-019-L,GL208547,50,
GL208550-2Y3-024-K,GL208550,50,
GL208550-3Y4-024-K,GL208550,50,
GL208550-4Y5-024-K,GL208550,50,
GL208550-5Y6-024-K,GL208550,50,
GL208550-6Y7-024-K,GL208550,50,
GL208550-7Y8-024-K,GL208550,50,
GL208550-8Y9-024-K,GL208550,50,
GL208550-910-024-K,GL208550,50,
GL208551-2Y3-030-K,GL208551,50,
GL208551-3Y4-030-K,GL208551,50,
GL208551-4Y5-030-K,GL208551,50,
GL208551-5Y6-030-K,GL208551,50,
GL208551-6Y7-030-K,GL208551,50,
GL208551-7Y8-030-K,GL208551,50,
GL208551-8Y9-030-K,GL208551,50,
GL208551-910-030-K,GL208551,50,
